english,korean
Tom is planting a palm tree in his backyard.,톰이 뒷마당에 야자 나무를 심고 있다.
Tom is so irresponsible. I can't believe it.,톰은 정말 무책임하다. 믿기지 않을 정도로.
Tom learned how to read and write at school.,톰은 학교에서 읽고 쓰는 법을 배웠어.
Tom told his friends that he never ate meat.,톰은 친구들에게 고기를 먹은 적이 한 번도 없다고 했다.
Tom went to Korea as a Christian missionary.,톰은 선교사로서 한국에 갔다.
Tom won't leave until he gets what he wants.,톰은 원하는 걸 얻을 때까지는 떠나지 않을 거야.
Tom's birthday was the day before yesterday.,톰의 생일은 그저께였다.
What in the world do you think you're doing?,세상에 네가 뭘 하고 있다고 생각하는 거니?
What language do they speak in your country?,네 나라에서는 무슨 언어로 말해?
What makes you think Tom will listen to you?,왜 톰이 너의 말을 들을거라고 생각하니?
What's your favorite image editing software?,어떤 것이 네가 가장 좋아하는 사진 편집 소프트웨어야?
You should've asked Tom before you did that.,네가 그걸 하기 전에 톰한테 물어봤어야지.
Are there any girls here you haven't yet met?,네가 아직 만난 적 없는 여자애들도 여기 있어?
Are you saying you don't know how to do this?,이걸 어떻게 하는지 모른다고 말하는 거야?
Certain religions are against organ donation.,어떤 종교는 장기 기증을 금지하기도 해.
Don't sign the document until you've read it.,서류를 읽기 전에는 사인하지 마세요
Don't waste your time trying to convince Tom.,톰을 설득하려고 시간을 낭비하지마.
How about stopping the car and taking a rest?,차를 멈추게하고 쉬는게 어때?
I believe that the answer is straightforward.,대답이 직접적인 것 같아.
I believe that the answer is straightforward.,대답이 직설적인 것 같아.
I don't play the piano as often as I used to.,나는 피아노를 예전만큼 자주는 안 쳐.
I don't think that Tom knows why it happened.,그 일이 일어난 이유를 톰이 알고 있다고는 생각하지 않아.
I had the same thing happen to me last month.,지난달에 이와 똑같은 일이 일어났는데.
I haven't been getting a lot of sleep lately.,나는 요즘 잠을 많이 못잤어요.
I knew that Tom didn't want to do that again.,난 톰이 저걸 다시는 하기 싫어한다는 걸 알고 있었어.
I look forward to seeing you again very soon.,널 곧 다시 만나길 고대하고 있어.
I think that Tom's French has improved a lot.,톰의 프랑스 실력이 많이 오른 것 같아.
I want Tom to understand why he has to leave.,톰이 자신이 왜 떠나야 하는지를 이해했으면 좋겠어.
I wish that I could go to the party with you.,너랑 같이 파티 갔으면 좋았을텐데
I'm looking for a hat to match a brown dress.,갈색 드레스와 어울리는 모자를 찾고 있어요.
I'm trying to tell you what needs to be done.,나는 네게 해야 할 일을 알려 주려고 하고 있어.
I've read your book. It was very interesting.,당신 책을 읽어봤었어요. 꽤 흥미롭더라구요.
Is it true that you're a high school teacher?,네가 고등학교 선생님이라는 게 사실이야?
Is it true that you're a high school teacher?,네가 고등학교 선생님이라는 게 사실이니?
Is there anything that you'd like to tell me?,뭔가 하고 싶은 얘기 없어?
My parents came to see me off at the airport.,우리 부모님께서는 나를 배웅하러 공항에 오셨다.
The real issue is how to prevent the disease.,진짜 문제는 어떻게 질병을 막는지야.
"Things are the same, but people have changed.",상황은 같지만 사람들은 바뀌었다.
This happened prior to receiving your letter.,그건 네 편지를 받기 전에 일어났어.
"This year, Valentine's Day falls on a Sunday.",올해는 발렌타인 데이가 일요일이다.
Tom and his friends are swimming in the pool.,톰과 친구는 수영장에서 수영하고 있어.
Tom didn't tell Mary why he had to work late.,톰은 메리에게 왜 그가 늦게까지 일해야 했는지 알려주지 않았다.
"Tom doesn't speak French, but his parents do.",톰은 부모님과는 달리 프랑스어를 할 줄 몰라.
Tom had difficulty concentrating on his work.,톰이 일에 집중하는 데 어려움을 겪더라.
Tom had difficulty concentrating on his work.,톰은 일에 집중하는 데 어려움을 겪었다.
Tom has spent the past three years in prison.,톰은 과거 삼 년동안 감옥에 있었어.
"Tom is an adult, but he doesn't act like one.",톰은 어른이면서도 어른답게 행동을 안 해.
Tom is spending more and more time in Boston.,톰은 점점 많은 시간을 보스턴에서 보내고 있어.
Tom is studying to become a marine biologist.,탐은 해양 생물학자가 되기 위해 공부하고 있다.
Tom said Mary has been to Boston three times.,메리가 보스턴에 세 번이나 갔다고 톰이 말하더라.
Tom was diagnosed with ASD when he was three.,톰은 세 살 때 자폐 범주형 장애로 진단받았다.
Tom would be very surprised if Mary did that.,메리가 그걸 한다면 톰이 아주 놀라겠는걸.
"Upon hearing the news, she broke down crying.",그녀는 그 소식을 듣자마자 울음을 터뜨렸다.
"Upon hearing the news, she broke down crying.","그녀는 그 소식을 듣자마자, 울음을 터뜨렸습니다."
We have no evidence that such a virus exists.,우리에겐 그런 종류의 바이러스가 존재하는지 증거가 없어.
We study the past for the sake of the future.,우리는 미래를 위해 과거를 공부해.
What do you mean they are killing each other?,그들이 서로 죽이고 있다는 게 무슨 말이야?
Why did you tell Tom that we're just friends?,왜 톰한테 우리가 단지 친구 사이라고 말했어?
You can't force yourself to forget something.,기억을 억지로 잊게 할 수는 없어.
"You haven't ever been to Australia, have you?",너 한번도 호주에 안 가봤지?
Are you really thinking about getting married?,너 정말로 결혼생각이 있어?
Can you tell me more about the person you saw?,네가 본 사람에 대해 더 말해줄래?
Do you really think Tom will let you help him?,너 정말 톰이 너한테 도움받도록 내버려 둘 것 같아?
Have you ever thought about quitting your job?,사직할 것을 생각해 본 적이 있나요?
Have you studied Darwin's theory of evolution?,다윈의 진화이론을 공부해본 적 있어?
How long would it take you to paint my garage?,네가 내 차고를 페인트 해주는데 얼마나 걸릴 것 같아?
I don't think that Tom has to do that anymore.,톰이 더이상 그것을 하지않아도 될것 같아.
I know that I might not have to do that today.,그것을 오늘 안해도 될것같다는 걸 알아
I ordered five books on economics from London.,나는 경제학 책을 다섯권 런던에 주문했다.
I think French is the most beautiful language.,프랑스어는 가장 아름다운 언어인 것 같아.
I want to be a leader that people can respect.,난 사람들이 존경할 수 있는 지도자가 되고 싶어.
Is it true you've never had a serious illness?,네가 중병에 걸린 적이 없다는 게 사실이야?
Is there anything more romantic than a picnic?,소풍하는 것보다 더 로맨틱한 것이 있긴 해?
It is difficult to convey the meaning exactly.,의미를 정확하게 전달하는 것은 어렵다.
Learning a musical instrument trains the mind.,악기를 배우는 건 정신을 훈련시킬 수 있어.
Mary found a long blonde hair on Tom's jacket.,메리는 톰의 자켓에서 긴 금발 머리카락 한올을 발견했다.
My favorite city in the whole world is Boston.,내가 세상에서 가장 좋아하는 도시는 보스턴이야.
"No matter what I do, she says I can do better.",내가 무엇을 하든지 간에 내가 더 잘한다고 말하더라.
Of course you have to pay. What did you think?,당연히 돈을 내야한다. 어떻게 생각했니?
Science is based on very careful observations.,과학은 아주 주의깊은 관찰을 토대로 해.
"The more books you read, the more you'll know.","네가 책을 많이 읽을수록, 더 많은 걸 알게 될 거야."
"The painting will cost at least 1,000 dollars.","그 미술작품은 적어도 1,000 달러는 될 거야."
There are things that can't be left to chance.,운에 맡길 수 없는 것들이 있다.
Tom doesn't have to go to Australia next week.,톰은 다음 주 호주에 가지 않아도 돼.
Tom doesn't have to go to Australia next week.,톰은 다음 주 호주에 안 가도 돼.
Tom is married to a Canadian woman named Mary.,톰은 메리라는 캐나다 여성과 결혼했어.
Tom is married to a Canadian woman named Mary.,톰은 메리라는 캐나다 여성이랑 결혼했어.
"Tom is still not very good at swimming, is he?",톰은 여전히 수영을 잘 못하지?
Tom lives in a small apartment on Park Street.,톰은 파크 스트리트의 작은 아파트에서 살고 있다.
Tom put the presents under the Christmas tree.,톰이 크리스마스 트리 아래에 선물을 놓았어.
Tom withdrew some money from his bank account.,톰은 자기 은행 계좌에서 돈을 좀 빼갔어.
Tom wondered why there was a dog in his house.,톰은 왜 자기 집에 개가 있었는지 알고 싶었다.
Try to see the problem from her point of view.,그 사람의 관점으로 문제를 보려고 노력하자.
Who's the person who was just speaking to you?,너한테 막 말 걸던 사람 누구야?
Why does everybody think Tom and I are stupid?,왜 다들 나랑 톰이 멍청하다고 생각해?
"You haven't told Tom you're married, have you?","너 결혼한거 톰한테 말 안했구나, 그치?"
"You look tired, so you should go to bed early.",피곤해 보이니까 일찍 자는 것이 좋겠다.
"""How many boys do you have?"" ""I only have one.""","""형제가 몇 명이나 있어?"" ""한 명 있어."""
A permanent job is better than a temporary one.,정규직이 임시직보다 나아.
Every house on our street was blue except ours.,우리 집을 제외하고는 우리 집이 있는 거리의 모든 집들이 모두 파란색이다.
I don't think Tom is going to admit he's wrong.,톰이 자신이 틀렸다고 인정할 것 같지 않아.
I hope that we don't have to wait for too long.,많이 안 기다려도 되면 좋겠다
I thought that you didn't want anything to eat.,네가 아무것도 안 먹고 싶어 한다고 생각했어.
I wish I could remember everything Tom told me.,난 톰이 나한테 말한 모든 것을 기억했으면 좋겠어.
"If you knew about this, why didn't you tell us?","이 일에 대해 알고 있었다면, 왜 말 안 했나?"
Is it really possible to do a brain transplant?,뇌를 이식하는 게 정말로 가능해?
It requires more courage to suffer than to die.,죽는 일보다 고통 받는 일이 더 많은 용기를 필요로 한다.
